Journal,ISSN,Article Title,Language,Year,Month,Day,Number of Pages,DOI,Number of Authors
International Journal of Molecular Sciences,14220067,Intramyocardial Inflammation after COVID-19 Vaccination: An Endomyocardial Biopsy-Proven Case Series,en,2022,6,22,13,https://doi.org/10.3390/ijms23136940,20
IEEE Access,21693536,Explainable AI for Healthcare 5.0: Opportunities and Challenges,en,2022,1,1,32,https://doi.org/10.1109/access.2022.3197671,8
IEEE Access,21693536,Deepfake Detection: A Systematic Literature Review,en,2022,1,1,20,https://doi.org/10.1109/access.2022.3154404,4
IEEE Access,21693536,IoT-Equipped and AI-Enabled Next Generation Smart Agriculture: A Critical Review Current Challenges and Future Trends,en,2022,1,1,17,https://doi.org/10.1109/access.2022.3152544,3
IEEE Access,21693536,Zebra Optimization Algorithm: A New Bio-Inspired Optimization Algorithm for Solving Optimization Algorithm,en,2022,1,1,29,https://doi.org/10.1109/access.2022.3172789,3
IEEE Access,21693536,Systematic Review of Security Vulnerabilities in Ethereum Blockchain Smart Contract,en,2022,1,1,17,https://doi.org/10.1109/access.2021.3140091,5
IEEE Access,21693536,Privacy-Preserving Machine Learning With Fully Homomorphic Encryption for Deep Neural Network,en,2022,1,1,16,https://doi.org/10.1109/access.2022.3159694,11
IEEE Access,21693536,MLCM: Multi-Label Confusion Matrix,en,2022,1,1,13,https://doi.org/10.1109/access.2022.3151048,3
IEEE Access,21693536,Prediction of User’s Intention to Use Metaverse System in Medical Education: A Hybrid SEM-ML Learning Approach,en,2022,1,1,14,https://doi.org/10.1109/access.2022.3169285,3
IEEE Access,21693536,War Strategy Optimization Algorithm: A New Effective Metaheuristic Algorithm for Global Optimization,en,2022,1,1,33,https://doi.org/10.1109/access.2022.3153493,8
IEEE Access,21693536,On the History and Future of 100% Renewable Energy Systems Research,en,2022,1,1,43,https://doi.org/10.1109/access.2022.3193402,23
IEEE Access,21693536,Ebola Optimization Search Algorithm: A New Nature-Inspired Metaheuristic Optimization Algorithm,en,2022,1,1,28,https://doi.org/10.1109/access.2022.3147821,4
IEEE Access,21693536,A Survey of Ensemble Learning: Concepts Algorithms Applications and Prospects,en,2022,1,1,21,https://doi.org/10.1109/access.2022.3207287,2
IEEE Access,21693536,Edge-IIoTset: A New Comprehensive Realistic Cyber Security Dataset of IoT and IIoT Applications for Centralized and Federated Learning,en,2022,1,1,26,https://doi.org/10.1109/access.2022.3165809,5
IEEE Access,21693536,Particle Swarm Optimization: A Comprehensive Survey,en,2022,1,1,31,https://doi.org/10.1109/access.2022.3142859,6
IEEE Access,21693536,A Metaverse: Taxonomy Components Applications and Open Challenges,en,2022,1,1,43,https://doi.org/10.1109/access.2021.3140175,2
IEEE Access,21693536,Malignancy Detection in Lung and Colon Histopathology Images Using Transfer Learning With Class Selective Image Processing,en,2022,1,1,12,https://doi.org/10.1109/access.2022.3150924,7
IEEE Access,21693536,Healthcare in Metaverse: A Survey on Current Metaverse Applications in Healthcare,en,2022,1,1,33,https://doi.org/10.1109/access.2022.3219845,5
IEEE Access,21693536,Transformer Network for Remaining Useful Life Prediction of Lithium-Ion Batteries,en,2022,1,1,8,https://doi.org/10.1109/access.2022.3151975,3
IEEE Access,21693536,Prediction of Diabetes Empowered With Fused Machine Learning,en,2022,1,1,10,https://doi.org/10.1109/access.2022.3142097,8
IEEE Access,21693536,A Robust Approach for Brain Tumor Detection in Magnetic Resonance Images Using Finetuned EfficientNet,en,2022,1,1,13,https://doi.org/10.1109/access.2022.3184113,6
International Journal of Molecular Sciences,14220067,Broad-Spectrum Antiviral Activity of the Amphibian Antimicrobial Peptide Temporin L and Its Analogs,en,2022,2,13,23,https://doi.org/10.3390/ijms23042060,13
IEEE Access,21693536,Optimizing Step-Size of Perturb &amp; Observe and Incremental Conductance MPPT Techniques Using PSO for Grid-Tied PV System,en,2023,1,1,12,https://doi.org/10.1109/access.2023.3242979,6
IEEE Access,21693536,Advances in Batteries Battery Modeling Battery Management System Battery Thermal Management SOC SOH and Charge/Discharge Characteristics in EV Applications,en,2023,1,1,49,https://doi.org/10.1109/access.2023.3318121,6
IEEE Access,21693536,Chat2VIS: Generating Data Visualizations via Natural Language Using ChatGPT Codex and GPT-3 Large Language Models,en,2023,1,1,13,https://doi.org/10.1109/access.2023.3274199,2
IEEE Access,21693536,Brain Tumor Detection and Classification Using Intelligence Techniques: An Overview,en,2023,1,1,17,https://doi.org/10.1109/access.2023.3242666,4
IEEE Access,21693536,AlzheimerNet: An Effective Deep Learning Based Proposition for Alzheimer’s Disease Stages Classification From Functional Brain Changes in Magnetic Resonance Images,en,2023,1,1,20,https://doi.org/10.1109/access.2023.3244952,9
IEEE Access,21693536,An Innovative Converterless Solar PV Control Strategy for a Grid Connected Hybrid PV/Wind/Fuel-Cell System Coupled With Battery Energy Storage,en,2023,1,1,15,https://doi.org/10.1109/access.2023.3252891,4
IEEE Access,21693536,Blockchain for Healthcare Management Systems: A Survey on Interoperability and Security,en,2023,1,1,24,https://doi.org/10.1109/access.2023.3236505,4
IEEE Access,21693536,Improved Trust in Human-Robot Collaboration With ChatGPT,en,2023,1,1,7,https://doi.org/10.1109/access.2023.3282111,3
IEEE Access,21693536,Defining the Metaverse: A Systematic Literature Review,en,2023,1,1,10,https://doi.org/10.1109/access.2023.3241809,2
IEEE Access,21693536,Review of Electric Vehicle Charging Technologies Standards Architectures and Converter Configurations,en,2023,1,1,38,https://doi.org/10.1109/access.2023.3267164,6
IEEE Access,21693536,Machine Learning Operations (MLOps): Overview Definition and Architecture,en,2023,1,1,14,https://doi.org/10.1109/access.2023.3262138,3
IEEE Access,21693536,Exploring Students’ Perceptions of ChatGPT: Thematic Analysis and Follow-Up Survey,en,2023,1,1,14,https://doi.org/10.1109/access.2023.3268224,1
IEEE Access,21693536,From ChatGPT to ThreatGPT: Impact of Generative AI in Cybersecurity and Privacy,en,2023,1,1,28,https://doi.org/10.1109/access.2023.3300381,5
IEEE Access,21693536,Metaverse for Healthcare: A Survey on Potential Applications Challenges and Future Directions,en,2023,1,1,31,https://doi.org/10.1109/access.2023.3241628,10
IEEE Access,21693536,Color Image Encryption Through Chaos and KAA Map,en,2023,1,1,14,https://doi.org/10.1109/access.2023.3242311,5
IEEE Access,21693536,Blockchain Meets Metaverse and Digital Asset Management: A Comprehensive Survey,en,2023,1,1,31,https://doi.org/10.1109/access.2023.3257029,3
IEEE Access,21693536,An Interpretable Skin Cancer Classification Using Optimized Convolutional Neural Network for a Smart Healthcare System,en,2023,1,1,16,https://doi.org/10.1109/access.2023.3269694,5
IEEE Access,21693536,Machine-Generated Text: A Comprehensive Survey of Threat Models and Detection Methods,en,2023,1,1,26,https://doi.org/10.1109/access.2023.3294090,3
International Journal of Molecular Sciences,14220067,Design Hybrid Porous Organic/Inorganic Polymers Containing Polyhedral Oligomeric Silsesquioxane/Pyrene/Anthracene Moieties as a High-Performance Electrode for Supercapacitor,en,2023,1,28,14,https://doi.org/10.3390/ijms24032501,5
International Journal of Molecular Sciences,14220067,Rapid and Nondestructive Evaluation of Wheat Chlorophyll under Drought Stress Using Hyperspectral Imaging,en,2023,3,18,15,https://doi.org/10.3390/ijms24065825,10
International Journal of Molecular Sciences,14220067,Identification of Anoikis-Related Subgroups and Prognosis Model in Liver Hepatocellular Carcinoma,en,2023,2,2,21,https://doi.org/10.3390/ijms24032862,5
International Journal of Molecular Sciences,14220067,Extensive Angular Sampling Enables the Sensitive Localization of Macromolecules in Electron Tomograms,en,2023,8,29,19,https://doi.org/10.3390/ijms241713375,6
International Journal of Molecular Sciences,14220067,High Acetate Concentration Protects Intestinal Barrier and Exerts Anti-Inflammatory Effects in Organoid-Derived Epithelial Monolayer Cultures from Patients with Ulcerative Colitis,en,2023,1,1,14,https://doi.org/10.3390/ijms24010768,9
International Journal of Molecular Sciences,14220067,DeepSTABp: A Deep Learning Approach for the Prediction of Thermal Protein Stability,en,2023,4,18,15,https://doi.org/10.3390/ijms24087444,4
International Journal of Molecular Sciences,14220067,Optimization of Mobile Phase Modifiers for Fast LC-MS-Based Untargeted Metabolomics and Lipidomics,en,2023,1,19,14,https://doi.org/10.3390/ijms24031987,6
International Journal of Molecular Sciences,14220067,Streptozotocin-Induced Type 1 and 2 Diabetes Mellitus Mouse Models Show Different Functional Cellular and Molecular Patterns of Diabetic Cardiomyopathy,en,2023,1,6,22,https://doi.org/10.3390/ijms24021132,21
International Journal of Molecular Sciences,14220067,Uridine Alleviates Sepsis-Induced Acute Lung Injury by Inhibiting Ferroptosis of Macrophage,en,2023,3,7,19,https://doi.org/10.3390/ijms24065093,7
International Journal of Molecular Sciences,14220067,Beneficial Effects of Astragalus membranaceus (Fisch.) Bunge Extract in Controlling Inflammatory Response and Preventing Asthma Features,en,2023,6,30,19,https://doi.org/10.3390/ijms241310954,12
International Journal of Molecular Sciences,14220067,Antibacterial and Anti-Inflammatory Properties of ZnO Nanoparticles Synthesized by a Green Method Using Sargassum Extracts,en,2023,1,12,15,https://doi.org/10.3390/ijms24021474,7
International Journal of Molecular Sciences,14220067,High-Efficient Flame-Retardant Finishing of Cotton Fabrics Based on Phytic Acid,en,2023,1,6,16,https://doi.org/10.3390/ijms24021093,4
International Journal of Molecular Sciences,14220067,Canagliflozin Attenuates Lipotoxicity in Cardiomyocytes by Inhibiting Inflammation and Ferroptosis through Activating AMPK Pathway,en,2023,1,3,14,https://doi.org/10.3390/ijms24010858,8
International Journal of Molecular Sciences,14220067,MUC1 Expression Affects the Immunoflogosis in Renal Cell Carcinoma Microenvironment through Complement System Activation and Immune Infiltrate Modulation,en,2023,3,2,15,https://doi.org/10.3390/ijms24054814,14
International Journal of Molecular Sciences,14220067,Antibacterial Activity of Solvothermal Obtained ZnO Nanoparticles with Different Morphology and Photocatalytic Activity against a Dye Mixture: Methylene Blue Rhodamine B and Methyl Orange,en,2023,3,16,21,https://doi.org/10.3390/ijms24065677,7
International Journal of Molecular Sciences,14220067,ATF3/SPI1/SLC31A1 Signaling Promotes Cuproptosis Induced by Advanced Glycosylation End Products in Diabetic Myocardial Injury,en,2023,1,14,23,https://doi.org/10.3390/ijms24021667,13
International Journal of Molecular Sciences,14220067,Optimization of the Hemolysis Assay for the Assessment of Cytotoxicity,en,2023,2,2,20,https://doi.org/10.3390/ijms24032914,5
International Journal of Molecular Sciences,14220067,Diagnostic Significance of hsa-miR-21-5p hsa-miR-192-5p hsa-miR-155-5p hsa-miR-199a-5p Panel and Ratios in Hepatocellular Carcinoma on Top of Liver Cirrhosis in HCV-Infected Patients,en,2023,2,5,21,https://doi.org/10.3390/ijms24043157,18
IEEE Access,21693536,A Comprehensive Survey on TinyML,en,2023,1,1,31,https://doi.org/10.1109/access.2023.3294111,6
International Journal of Molecular Sciences,14220067,CLC-Pred 2.0: A Freely Available Web Application for In Silico Prediction of Human Cell Line Cytotoxicity and Molecular Mechanisms of Action for Druglike Compounds,en,2023,1,14,9,https://doi.org/10.3390/ijms24021689,11
IEEE Access,21693536,Innovative Trends in the 6G Era: A Comprehensive Survey of Architecture Applications Technologies and Challenges,en,2023,1,1,21,https://doi.org/10.1109/access.2023.3269297,5
International Journal of Molecular Sciences,14220067,C-Reactive Protein Levels and Risk of Cardiovascular Diseases: A Two-Sample Bidirectional Mendelian Randomization Study,en,2023,5,23,21,https://doi.org/10.3390/ijms24119129,5
IEEE Access,21693536,A Comprehensive Systematic Review of YOLO for Medical Object Detection (2018 to 2023),en,2024,1,1,22,https://doi.org/10.1109/access.2024.3386826,8
IEEE Access,21693536,ChatGPT for Robotics: Design Principles and Model Abilities,en,2024,1,1,15,https://doi.org/10.1109/access.2024.3387941,4
IEEE Access,21693536,The Optimization of Carbon Emission Prediction in Low Carbon Energy Economy Under Big Data,en,2024,1,1,13,https://doi.org/10.1109/access.2024.3351468,4
IEEE Access,21693536,YOLOv1 to v8: Unveiling Each Variant–A Comprehensive Review of YOLO,en,2024,1,1,18,https://doi.org/10.1109/access.2024.3378568,1
IEEE Access,21693536,Generative AI for Transformative Healthcare: A Comprehensive Study of Emerging Models Applications Case Studies and Limitations,en,2024,1,1,29,https://doi.org/10.1109/access.2024.3367715,6
IEEE Access,21693536,A Comprehensive Survey: Evaluating the Efficiency of Artificial Intelligence and Machine Learning Techniques on Cyber Security Solutions,en,2024,1,1,28,https://doi.org/10.1109/access.2024.3355547,7
IEEE Access,21693536,A Comprehensive Survey of Deep Transfer Learning for Anomaly Detection in Industrial Time Series: Methods Applications and Directions,en,2024,1,1,22,https://doi.org/10.1109/access.2023.3349132,7
IEEE Access,21693536,CIFAKE: Image Classification and Explainable Identification of AI-Generated Synthetic Images,en,2024,1,1,9,https://doi.org/10.1109/access.2024.3356122,2
IEEE Access,21693536,A New Hyperjerk System With a Half Line Equilibrium: Multistability Period Doubling Reversals Antimonotonocity Electronic Circuit FPGA Design and an Application to Image Encryption,en,2024,1,1,18,https://doi.org/10.1109/access.2024.3351693,9
IEEE Access,21693536,Stochastic Gradient Descent Intrusions Detection for Wireless Sensor Network Attack Detection System Using Machine Learning,en,2024,1,1,12,https://doi.org/10.1109/access.2023.3349248,3
IEEE Access,21693536,A Comprehensive Survey on 5G-and-Beyond Networks With UAVs: Applications Emerging Technologies Regulatory Aspects Research Trends and Challenges,en,2024,1,1,41,https://doi.org/10.1109/access.2023.3349208,8
IEEE Access,21693536,Image Encryption Based on Fourier-DNA Coding for Hyperchaotic Chen System Chen-Based Binary Quantization S-Box and Variable-Base Modulo Operation,en,2024,1,1,22,https://doi.org/10.1109/access.2024.3363018,3
IEEE Access,21693536,Graphene-Metamaterial Based Tunable Broadband Polarization Insensitive Absorber for Terahertz Antenna Design,en,2024,1,1,14,https://doi.org/10.1109/access.2024.3382713,4
IEEE Access,21693536,Revolutionizing Cyber Threat Detection With Large Language Models: A Privacy-Preserving BERT-Based Lightweight Model for IoT/IIoT Devices,en,2024,1,1,18,https://doi.org/10.1109/access.2024.3363469,7
IEEE Access,21693536,Application of Semi-Supervised Learning in Image Classification: Research on Fusion of Labeled and Unlabeled Data,en,2024,1,1,13,https://doi.org/10.1109/access.2024.3367772,6
IEEE Access,21693536,Privacy and Security Concerns in Generative AI: A Comprehensive Survey,en,2024,1,1,19,https://doi.org/10.1109/access.2024.3381611,7
IEEE Access,21693536,Illumination Induced Negative Differential Resistance in InGaAs Avalanche Photodiode,en,2024,1,1,10,https://doi.org/10.1109/access.2024.3383836,10
IEEE Access,21693536,Explainable Artificial Intelligence for Autonomous Driving: A Comprehensive Overview and Field Guide for Future Research Directions,en,2024,1,1,23,https://doi.org/10.1109/access.2024.3431437,4
International Journal of Molecular Sciences,14220067,Hydrogel-Based Skin Regeneration,en,2024,2,6,25,https://doi.org/10.3390/ijms25041982,6
International Journal of Molecular Sciences,14220067,The Role of Prebiotics in Modulating Gut Microbiota: Implications for Human Health,en,2024,4,29,14,https://doi.org/10.3390/ijms25094834,4
International Journal of Molecular Sciences,14220067,The Role of Pro-Inflammatory Cytokines in the Pathogenesis of Cardiovascular Disease,en,2024,1,16,36,https://doi.org/10.3390/ijms25021082,2
International Journal of Molecular Sciences,14220067,Trials and Tribulations of MicroRNA Therapeutics,en,2024,1,25,41,https://doi.org/10.3390/ijms25031469,1
International Journal of Molecular Sciences,14220067,Oxidative Stress: The Role of Antioxidant Phytochemicals in the Prevention and Treatment of Diseases,en,2024,3,13,22,https://doi.org/10.3390/ijms25063264,4
International Journal of Molecular Sciences,14220067,Role of Leptin in Obesity Cardiovascular Disease and Type 2 Diabetes,en,2024,2,16,21,https://doi.org/10.3390/ijms25042338,13
International Journal of Molecular Sciences,14220067,Role of SLC7A11/xCT in Ovarian Cancer,en,2024,1,2,17,https://doi.org/10.3390/ijms25010587,8
International Journal of Molecular Sciences,14220067,Biodegradation of Typical Plastics: From Microbial Diversity to Metabolic Mechanisms,en,2024,1,2,25,https://doi.org/10.3390/ijms25010593,4
International Journal of Molecular Sciences,14220067,Targeting the Warburg Effect in Cancer: Where Do We Stand?,en,2024,3,8,17,https://doi.org/10.3390/ijms25063142,3
International Journal of Molecular Sciences,14220067,New Insights into Oxidative Stress and Inflammatory Response in Neurodegenerative Diseases,en,2024,2,26,22,https://doi.org/10.3390/ijms25052698,9
IEEE Access,21693536,Advancing Fake News Detection: Hybrid Deep Learning With FastText and Explainable AI,en,2024,1,1,19,https://doi.org/10.1109/access.2024.3381038,5
International Journal of Molecular Sciences,14220067,Catastrophic Antiphospholipid Syndrome,en,2024,1,4,21,https://doi.org/10.3390/ijms25010668,18
International Journal of Molecular Sciences,14220067,Exploring the Potential of Bioactive Peptides: From Natural Sources to Therapeutics,en,2024,1,23,35,https://doi.org/10.3390/ijms25031391,3
International Journal of Molecular Sciences,14220067,Comprehensive Investigation of Cu2+ Adsorption from Wastewater Using Olive-Waste-Derived Adsorbents: Experimental and Molecular Insights,en,2024,1,14,21,https://doi.org/10.3390/ijms25021028,11
International Journal of Molecular Sciences,14220067,Folate Receptor Alpha—A Novel Approach to Cancer Therapy,en,2024,1,15,18,https://doi.org/10.3390/ijms25021046,4
International Journal of Molecular Sciences,14220067,The Role of Endocrine Disruptors Bisphenols and Phthalates in Obesity: Current Evidence Perspectives and Controversies,en,2024,1,4,37,https://doi.org/10.3390/ijms25010675,7
International Journal of Molecular Sciences,14220067,Heat Shock Response and Heat Shock Proteins: Current Understanding and Future Opportunities in Human Diseases,en,2024,4,10,31,https://doi.org/10.3390/ijms25084209,8
International Journal of Molecular Sciences,14220067,Current Approaches to Worsening Heart Failure: Pathophysiological and Molecular Insights,en,2024,1,26,21,https://doi.org/10.3390/ijms25031574,17
International Journal of Molecular Sciences,14220067,Antioxidant Metabolism Pathways in Vitamins Polyphenols and Selenium: Parallels and Divergences,en,2024,2,23,39,https://doi.org/10.3390/ijms25052600,5
International Journal of Molecular Sciences,14220067,Antimicrobial Peptides towards Clinical Application—A Long History to Be Concluded,en,2024,4,29,20,https://doi.org/10.3390/ijms25094870,3
International Journal of Molecular Sciences,14220067,Targeting PI3K/AKT/mTOR and MAPK Signaling Pathways in Gastric Cancer,en,2024,2,3,26,https://doi.org/10.3390/ijms25031848,12
IEEE Access,21693536,Traffic Improvement in Manhattan Road Networks With the Use of Parallel Hybrid Biobjective Genetic Algorithm,en,2024,1,1,21,https://doi.org/10.1109/access.2024.3361399,2
